Latitude,Longitude,StationName,State,County,StationID,Date,Time,RainAccumulation(Inches),WindSpeed(MPH),WindDirection(Degrees),AirTempreture(Fahrenheit),RelativeHumidity(%),SolarRadiation(W/M^2)
46.71853,-114.15731,FIRE EFFECTS PORTABLE #2,MT,Missoula,17501986,2022/03/15,13:27:00+00,96.3,5.0,237.0,36.0,97.0,0.0
34.19512,-118.09362,HENNINGER FLATS,CA,Los Angeles,17570344,2022/03/15,12:58:00+00,13.11,2.0,5.0,63.0,23.0,0.0
34.61217,-77.48725,SANDY RUN,NC,Onslow,17476375,2022/03/15,13:20:00+00,7.09,1.0,126.0,57.0,80.0,243.0
43.8778,-103.44946,MT. RUSHMORE,SD,Pennington,17136934,2022/03/21,03:13:00+00,0.9,3.21,303.13,46.0,47.0,0.0
42.12061,-122.56394,BUCKHORN SPRINGS,OR,Jackson,17147949,2022/05/05,00:52:00+00,6.57,6.0,304.0,79.0,26.0,511.0
31.89444,-104.79778,PINERY,TX,Culberson,17136168,2022/08/31,12:53:00+00,10.62,8.0,42.0,61.0,100.0,1.0
42.01247,-122.77492,KNF91 PORTABLE,CA,Siskiyou,16955964,2022/03/14,10:49:00+00,0.0,3.0,119.0,37.0,72.0,0.0
36.38549,-79.29189,CASWELL GAME LANDS,NC,Caswell,17356323,2022/08/31,13:17:00+00,14.78,3.0,303.0,74.0,85.0,236.0
37.25006,-114.70672,KANE SPRINGS,NV,Lincoln,16847922,2022/03/29,05:42:00+00,0.22,11.0,206.0,46.0,74.0,0.0
32.92733,-103.85683,CAPROCK,NM,Eddy,16837422,2022/08/31,12:41:00+00,5.69,9.0,62.0,65.0,100.0,1.0
39.46003,-108.88031,DEMAREE,CO,Garfield,17067046,2022/05/02,22:50:00+00,2.91,5.0,191.0,60.0,29.0,713.0
34.12486,-118.41257,BEVERLY HILLS,CA,Los Angeles,17117239,2022/08/31,12:55:00+00,13.19,2.0,229.0,79.0,28.0,0.0
47.2575,-120.67556,SWAUK,WA,Kittitas,16997182,2022/08/31,13:08:00+00,11.25,2.0,39.0,73.0,29.0,0.0
39.927,-106.54517,DRY GULCH,CO,Grand,17167151,2022/03/15,12:38:00+00,2.18,0.0,328.0,17.0,81.0,0.0
47.53639,-94.05444,CUTFOOT,MN,Itasca,17180708,2022/03/15,13:04:00+00,1.22,3.0,199.0,28.0,76.0,7.0
38.84558,-107.73853,JAY,CO,Delta,16809259,2022/03/16,22:53:00+00,1.52,15.0,249.0,48.0,47.0,121.0
41.8019,-122.1097,JUANITA LAKE,CA,Siskiyou,16954670,2022/05/18,14:18:00+00,14.42,0.0,134.0,46.0,53.0,42.0
44.06667,-68.64167,ISLE AU HAUT,ME,Knox,16910377,2022/08/31,12:38:00+00,19.27,7.0,196.0,69.0,100.0,133.0
42.30806,-114.31806,TRAIL GULCH,ID,Twin Falls,16948273,2022/06/16,17:32:00+00,16.57,26.0,157.0,76.0,16.0,856.0
31.53035,-88.89237,WAUSAU,MS,Wayne,17046064,2022/04/13,01:36:00+00,20.42,0.0,174.0,71.0,80.0,0.0
41.67576,-122.5999,BRAZIE RANCH,CA,Siskiyou,17097256,2022/08/31,12:55:00+00,9.18,1.0,137.0,68.0,39.0,0.0
35.07653,-84.12703,TUSQUITEE,NC,Cherokee,17056029,2022/06/07,08:37:00+00,38.64,0.0,120.0,67.0,80.0,0.0
36.05889,-105.76944,TRUCHAS,NM,Rio Arriba,17080358,2022/03/15,13:11:00+00,2.29,6.0,100.0,18.0,68.0,0.0
39.03373,-107.9769,GRAND MESA,CO,Delta,19814915,2022/08/31,13:12:00+00,20.18,0.0,321.0,49.0,43.0,14.0
33.49969,-103.91819,ROSWELL #1 PORTABLE,NM,Chaves,17362244,2022/08/31,12:40:00+00,9.55,4.0,54.0,66.0,94.0,1.0
40.75758,-107.8535,GREAT DIVIDE,CO,Moffat,16807464,2022/08/31,12:46:00+00,3.43,3.0,11.0,66.0,20.0,0.0
40.78642,-122.80449,TRINITY CAMP,CA,Trinity,17104431,2022/08/31,13:28:00+00,21.08,3.0,319.0,66.0,50.0,0.0
44.78611,-107.53583,BURGESS,WY,Sheridan,16922929,2022/05/12,08:05:00+00,1.58,6.0,33.0,32.0,100.0,0.0
33.69222,-93.1625,BLUFF CITY,AR,Nevada,17367833,2022/06/24,22:10:00+00,29.05,1.0,74.0,96.0,54.0,296.0
45.375,-84.625,INDIAN RIVER,MI,Cheboygan,17281313,2022/06/06,14:13:00+00,6.09,4.0,95.0,56.0,97.0,57.0
34.7775,-88.16528,TISHOMINGO,MS,Tishomingo,17402652,2022/08/31,13:14:00+00,34.37,3.0,300.0,77.0,85.0,227.0
43.55756,-103.48346,WICA_ELK MOUNTAIN,SD,Custer,17122595,2022/03/21,03:13:00+00,0.9,4.0,276.0,54.0,27.0,0.0
40.74216,-123.24918,BIG BAR,CA,Trinity,16964410,2022/07/25,23:21:00+00,24.5,3.0,248.0,112.0,8.0,823.0
35.88667,-118.64834,UHL,CA,Tulare,17037105,2022/04/03,15:59:59+00,14.55,1.0,346.0,57.0,62.0,189.0
32.6675,-116.69944,BARRETT,CA,San Diego,17568017,2022/08/31,12:49:59+00,14.05,4.0,322.0,77.0,41.0,0.0
39.91517,-108.88767,DRAGON ROAD,CO,Rio Blanco,16806188,2022/08/31,13:18:59+00,5.08,1.0,170.0,65.0,26.0,22.0
47.24414,-108.35892,DRY BLOOD CREEK,MT,Petroleum,17114414,2022/08/31,12:41:00+00,10.14,4.0,235.0,67.0,39.0,2.0
31.445,-110.28,CARR,AZ,Cochise,16934717,2022/08/31,13:18:59+00,15.16,1.0,219.0,63.0,67.0,3.0
42.19889,-120.24694,SUMMIT,OR,Lake,16972592,2022/08/22,16:04:00+00,5.2,3.0,349.0,68.0,36.0,376.0
41.83836,-122.85015,OAK KNOLL,CA,Siskiyou,16954438,2022/04/15,03:22:00+00,10.81,3.0,295.0,44.0,44.0,9.0
35.87111,-117.91833,FIVE MILE,CA,Inyo,17146671,2022/05/05,01:26:00+00,0.04,9.0,177.0,76.0,12.0,270.0
38.03425,-113.52175,JENSEN SPRING,UT,Iron,16864052,2022/03/15,12:46:00+00,3.48,7.0,7.0,30.0,59.0,0.0
32.17861,-104.44056,BATDRAW,NM,Eddy,17106734,2022/08/31,12:53:00+00,8.0,12.0,11.0,63.0,99.0,0.0
33.37389,-94.04556,TEXARKANA,TX,Bowie,17322016,2022/08/31,13:05:00+00,32.62,0.0,197.0,73.0,0.0,64.0
30.25139,-82.42083,OLUSTEE,FL,Baker,17046313,2022/03/15,13:05:00+00,8.54,1.0,46.0,57.0,98.0,12.0
33.81528,-116.64194,MT. SAN JACINTO,CA,Riverside,17535508,2022/07/07,13:53:00+00,0.0,7.0,195.0,55.0,39.0,30.0
37.01514,-119.5678,HURLEY,CA,Fresno,17094957,2022/03/21,03:27:59+00,11.07,1.0,59.0,43.0,93.0,0.0
32.92378,-80.63067,WALTERBORO,SC,Colleton,17362710,2022/08/31,13:07:00+00,31.04,2.0,328.0,79.0,92.0,164.0
41.83095,-123.8765,CAMP SIX,CA,Del Norte,17410094,2022/08/10,14:58:59+00,8.02,3.0,185.0,54.0,76.0,168.0
31.03306,-92.98194,DOVE FIELD,LA,Vernon,17364506,2022/08/31,12:33:59+00,31.85,1.0,354.0,73.0,98.0,8.0
44.15722,-118.47139,CRANE PRAIRIE,OR,Grant,16975150,2022/05/11,07:28:59+00,7.35,0.0,2.0,24.0,90.0,0.0
34.76056,-76.89556,CROATAN,NC,Carteret,17055264,2022/06/07,08:48:59+00,15.49,3.0,88.0,65.0,90.0,0.0
39.82528,-123.0825,EEL RIVER (MNF),CA,Mendocino,16959530,2022/05/03,23:45:59+00,25.75,2.0,293.0,81.0,25.0,398.0
37.83389,-122.06694,LAS TRAMPAS,CA,Contra Costa,17063196,2022/07/21,20:28:00+00,26.25,4.0,46.0,85.0,28.0,978.0
39.30828,-122.9397,MNF02 PORTABLE,CA,Lake,17015869,2022/03/15,12:54:00+00,3.91,3.0,311.0,45.0,100.0,0.0
30.98556,-101.15778,BARNHART,TX,Crockett,17311779,2022/03/15,13:08:00+00,0.29,7.0,337.0,36.0,55.0,3.0
41.62228,-120.16144,SURPRISE VALLEY,CA,Modoc,16798824,2022/05/05,00:40:00+00,6.4,7.0,173.0,77.0,16.0,498.0
43.66917,-123.94361,CHARLOTTE RIDGE,OR,Douglas,17420577,2022/06/06,15:08:00+00,45.35,2.0,296.0,49.0,100.0,47.0
34.85181,-108.17456,MALPAIS LAVA FLOW,NM,Valencia,16834612,2022/06/01,04:26:00+00,0.61,8.0,279.0,59.0,17.0,0.0
44.38556,-115.5505,BEARSKIN CREEK,ID,Valley,16941627,2022/08/31,13:05:59+00,15.1,11.0,79.0,60.0,30.0,1.0
45.10556,-90.69,DIAMOND LAKE,WI,Taylor,17452832,2022/03/15,13:15:00+00,0.86,0.0,190.0,21.0,99.0,32.0
37.32927,-121.29538,DIABLO GRANDE,CA,Stanislaus,17103909,2022/08/31,13:01:00+00,11.29,6.0,98.0,75.0,36.0,0.0
35.68489,-117.88967,INDIAN WELLS CANYON,CA,Kern,17147184,2022/08/31,13:27:00+00,3.93,1.0,347.0,85.0,18.0,1.0
19.3175,-155.29222,PALI2,HI,Hawaii,16909107,2022/03/15,13:02:00+00,7.58,5.0,62.0,63.0,86.0,0.0
44.52639,-118.32306,YELLOWPINE,OR,Baker,17183018,2022/06/29,06:59:59+00,10.93,1.0,234.0,54.0,59.0,0.0
44.94081,-122.40081,HORSE CREEK,OR,Clackamas,16861008,2022/05/05,01:28:00+00,32.73,1.0,275.0,58.0,70.0,322.0
38.7025,-86.72724,IIC NORTH PORTABLE,IN,Martin,17424425,2022/03/15,13:10:00+00,12.59,0.0,235.0,50.0,46.0,10.0
42.10375,-123.68508,ILLINOIS VALLEY AIRPORT,OR,Josephine,16989488,2022/05/05,00:52:00+00,13.72,9.0,237.0,75.0,27.0,442.0
19.91657,-155.42088,PUU MALI,HI,Hawaii,17518104,2022/03/21,03:01:00+00,2.81,6.0,294.0,56.0,93.0,148.0
38.63611,-80.61972,FLATWOODS,WV,Braxton,17467928,2022/03/15,13:17:00+00,12.37,4.0,202.0,54.0,34.0,125.0
37.02142,-116.609,BUDDY ADAMS,NV,Nye,17525800,2022/08/31,12:52:00+00,3.45,5.0,99.0,77.0,26.0,0.0
45.35594,-113.89503,KRILEY CREEK,ID,Lemhi,16823094,2022/05/02,22:52:00+00,3.29,11.0,61.0,53.0,48.0,211.0
38.54053,-105.20397,FOUR MILE,CO,Fremont,17567775,2022/08/31,12:39:00+00,12.51,4.0,15.0,64.0,55.0,2.0
30.32167,-89.93528,BIG BRANCH NWR,LA,St. Tammany,17359404,2022/03/15,12:48:00+00,8.8,0.0,297.0,60.0,96.0,2.0
32.92549,-118.54198,EEL POINT,CA,San Diego,17557775,2022/04/28,18:43:00+00,1.22,0.0,0.0,-40.0,100.0,521.0
41.51711,-115.39092,STAG MOUNTAIN,NV,Elko,17109289,2022/04/18,23:26:00+00,2.56,26.0,233.0,62.0,11.0,603.0
34.72832,-118.39406,POPPY PARK,CA,Los Angeles,17137977,2022/08/31,12:57:00+00,7.36,0.0,288.0,70.0,35.0,0.0
36.72714,-120.76587,PANOCHE ROAD,CA,Fresno,17100843,2022/03/15,13:27:00+00,2.74,4.0,317.0,56.0,47.0,0.0
33.77972,-82.81361,WASHINGTON,GA,Wilkes,17325595,2022/08/31,13:02:59+00,34.65,2.0,35.0,77.0,84.0,202.0
38.13583,-86.64111,TIPSAW LAKE,IN,Perry,17077288,2022/08/12,18:12:00+00,37.51,4.0,19.0,80.0,48.0,781.0
37.83418,-120.50311,GREEN SPRING,CA,Tuolumne,17094183,2022/03/21,03:04:00+00,13.15,4.0,323.0,58.0,25.0,2.0
43.565,-116.20833,CARLSBAD PORTABLE,ID,Ada,17399876,2022/06/16,13:41:00+00,0.0,3.0,70.0,57.0,43.0,7.0
37.01278,-119.25056,SNF02 PORTABLE,CA,Fresno,19666445,2022/03/16,10:52:00+00,12.14,0.0,42.0,46.0,78.0,0.0
41.6525,-118.04417,DOUBLE H,NV,Humboldt,16814658,2022/05/02,22:47:00+00,1.15,25.0,313.0,41.0,48.0,769.0
64.71828,-146.50183,STUART CREEK,AK,Fairbanks North Star,17506831,2022/04/28,19:26:00+00,15.06,0.0,33.0,50.0,34.0,497.0
28.64083,-80.73083,MERRITT ISLAND,FL,Brevard,17315615,2022/03/15,13:15:00+00,6.45,7.0,89.0,72.0,72.0,105.0
35.08611,-83.2175,HIGHLANDS,NC,Macon,17066779,2022/06/07,09:06:00+00,2.62,2.0,228.0,59.0,98.0,0.0
63.85025,-145.70513,DONNELLY,AK,Southeast Fairbanks,17482263,2022/04/19,10:25:00+00,0.02,8.0,74.0,27.0,40.0,0.0
39.01883,-122.41169,COUNTY LINE,CA,Lake,16804418,2022/05/05,00:36:59+00,13.8,10.0,269.0,85.0,17.0,570.0
63.8375,-144.35028,GEORGE CREEK RAWS,AK,Southeast Fairbanks,17196835,2022/08/31,12:52:00+00,5.81,2.0,102.0,42.0,84.0,0.0
30.60056,-103.88667,FORT DAVIS,TX,Jeff Davis,17427484,2022/03/15,13:04:00+00,0.16,0.0,215.0,28.0,59.0,0.0
40.45953,-115.84953,CRANE SPRINGS,NV,Elko,17109034,2022/04/19,10:26:00+00,2.56,6.0,259.0,45.0,32.0,0.0
45.72083,-122.03722,THREE CORNER ROCK,WA,Skamania,16880182,2022/03/15,12:59:59+00,44.44,28.0,227.0,36.0,100.0,0.0
45.14962,-84.18571,ATLANTA,MI,Montmorency,17281567,2022/04/23,14:09:00+00,2.14,11.0,122.0,43.0,90.0,157.0
35.15428,-117.17569,OPAL MOUNTAIN,CA,San Bernardino,16800561,2022/03/15,13:14:00+00,1.81,2.0,219.0,50.0,25.0,0.0
46.16025,-100.90133,TATANKA PRAIRIE,ND,Sioux,17543712,2022/08/31,13:25:00+00,10.69,5.0,294.0,64.0,51.0,111.0
31.50222,-92.46167,CATAHOULA,LA,Grant,17053223,2022/08/31,12:43:00+00,44.43,1.0,51.0,74.0,98.0,58.0
38.4819,-120.31582,BEAVER,CA,Amador,16951868,2022/08/31,13:18:00+00,30.42,1.0,17.0,70.0,28.0,0.0
46.73167,-112.01917,HELENA,MT,Lewis and Clark,16827180,2022/08/31,12:53:00+00,6.18,2.0,68.0,52.0,56.0,1.0
31.92417,-98.59722,COMANCHE,TX,Comanche,17515289,2022/08/31,13:11:00+00,6.87,1.0,180.0,75.0,93.0,63.0
37.82927,-112.11688,TOM BEST SPRING,UT,Garfield,17128229,2022/05/22,18:11:00+00,2.96,7.0,194.0,63.0,14.0,985.0
42.04306,-113.15361,MOBURG CANYON,ID,Cassia,16948029,2022/03/15,12:39:00+00,4.55,20.0,45.0,34.0,58.0,0.0
43.43197,-120.83842,FORT ROCK,OR,Lake,16855342,2022/04/13,00:45:00+00,0.02,15.0,269.0,35.0,41.0,427.0
43.83508,-121.08339,TEPEE DRAW,OR,Deschutes,16970286,2022/03/15,13:20:00+00,6.42,1.0,345.0,36.0,86.0,0.0
33.81472,-80.78111,CONGAREE,SC,Richland,17122332,2022/08/31,12:46:59+00,37.37,0.0,188.0,74.0,100.0,44.0
45.335,-111.95108,DILLON #1 PORTABLE,MT,Madison,17428310,2022/07/07,13:44:00+00,7.77,5.0,157.0,54.0,89.0,76.0
37.84333,-118.47853,BENTON,CA,Mono,16797492,2022/05/05,00:59:59+00,0.12,10.0,171.0,79.0,8.0,471.0
28.885,-99.11056,PEARSALL,TX,Frio,17515548,2022/03/24,06:11:00+00,1.5,0.0,233.0,44.0,39.0,0.0
47.5491,-123.21759,JEFFERSON CREEK,WA,Mason,16985137,2022/03/15,12:36:00+00,0.6,3.0,280.0,37.0,96.0,0.0
48.10908,-88.60727,OJIBWAY,MI,Keweenaw,17135157,2022/06/30,08:25:00+00,3.16,3.0,171.0,50.0,98.0,0.0
61.38186,-149.64961,FWS AK PORT #4,AK,Anchorage,17514527,2021/12/02,16:46:00+00,0.0,0.0,182.0,65.0,34.0,1.0
35.76082,-75.87145,DARE BOMB RANGE (FR2),NC,Dare,17494313,2022/08/31,13:28:59+00,35.62,4.0,317.0,83.0,75.0,414.0
38.20722,-104.99778,RED CREEK,CO,Pueblo,17469983,2022/08/31,12:59:00+00,9.75,0.0,358.0,64.0,49.0,12.0
33.08203,-109.95119,BLACK HILLS,AZ,Graham,16795697,2022/05/02,22:54:00+00,0.89,13.0,313.0,86.0,10.0,726.0
47.76611,-123.96528,OWL MT,WA,Jefferson,16879415,2022/08/23,22:01:00+00,114.76,4.0,234.0,76.0,49.0,805.0
47.22028,-121.96389,ENUMCLAW,WA,King,17389619,2022/03/15,13:09:00+00,34.47,0.0,146.0,44.0,100.0,0.0
47.94611,-91.495,FERNBERG,MN,Lake,17257514,2022/08/31,13:14:00+00,17.15,8.0,329.0,61.0,81.0,175.0
40.6125,-111.09833,NORWAY,UT,Summit,16950060,2022/06/30,08:03:59+00,0.44,1.0,305.0,54.0,73.0,0.0
34.59667,-112.04778,CHERRY,AZ,Yavapai,16938289,2022/07/23,20:12:00+00,3.14,7.0,4.0,94.0,29.0,917.0
33.32694,-110.76694,GLOBE,AZ,Gila,17040170,2022/03/15,13:05:59+00,1.42,2.0,243.0,50.0,22.0,0.0
32.58,-106.525,SAN ANDRES,NM,Dona Ana,17113892,2022/03/15,13:02:00+00,0.28,4.0,10.0,39.0,28.0,0.0
35.42861,-81.93945,RUTHERFORD COUNTY,NC,Rutherford,17330985,2022/08/31,12:46:59+00,31.87,3.0,338.0,70.0,94.0,68.0
40.09861,-74.31611,JACKSON,NJ,Ocean,17392928,2022/03/15,13:11:00+00,7.8,4.0,261.0,46.0,60.0,188.0
34.41056,-101.04917,CAPROCK,TX,Briscoe,17312036,2022/03/15,13:08:00+00,0.48,2.0,335.0,38.0,64.0,3.0
39.06625,-116.31456,SEVEN MILE,NV,Eureka,16818506,2022/05/02,22:37:00+00,0.97,12.0,246.0,63.0,12.0,827.0
40.35167,-106.21528,WILLOW CREEK,CO,Jackson,16928043,2022/08/31,12:52:00+00,12.21,2.0,208.0,56.0,31.0,3.0
39.58983,-121.63516,OPENSHAW,CA,Butte,17091636,2022/08/31,12:55:00+00,17.38,0.0,316.0,66.0,59.0,0.0
46.35781,-118.8685,JUNIPER DUNES,WA,Franklin,16873013,2022/06/09,10:49:00+00,4.1,4.0,151.0,61.0,49.0,0.0
43.55972,-116.20861,MILES CITY PORTABLE_2014,MT,Custer,17502301,2022/01/19,18:36:59+00,0.0,0.0,276.0,32.0,86.0,49.0
48.96311,-119.49161,OROVILLE,WA,Okanogan,16872788,2022/05/05,00:42:00+00,2.33,12.0,134.0,69.0,39.0,257.0
36.06611,-88.16861,CAMDEN TOWER,TN,Benton,17396771,2022/03/15,13:07:00+00,14.02,7.0,305.0,52.0,44.0,22.0
31.91014,-111.89743,SELLS,AZ,Pima,17332768,2022/08/15,16:14:00+00,5.54,3.0,246.0,86.0,58.0,407.0
46.68139,-100.23833,LONG LAKE NWR,ND,Burleigh,17512475,2022/03/15,12:46:59+00,0.23,3.0,168.0,33.0,81.0,0.0
37.14083,-101.90139,CIMARRON,KS,Morton,17354793,2022/03/15,13:23:00+00,0.01,7.0,227.0,25.0,83.0,7.0
32.90775,-114.47403,SQUAW LAKE,CA,Imperial,16796467,2022/03/15,13:27:00+00,0.52,6.0,19.0,58.0,28.0,0.0
35.97113,-118.54074,JOHNSONDALE,CA,Tulare,16938548,2022/04/03,15:55:00+00,10.36,0.0,81.0,55.0,69.0,245.0
37.39167,-113.03889,LAVA POINT RAWS,UT,Washington,17033544,2022/04/25,16:26:00+00,8.64,4.0,114.0,44.0,26.0,688.0
36.06611,-88.16861,CAMDEN TOWER,TN,Benton,17396772,2022/08/31,13:07:00+00,34.86,2.0,246.0,66.0,99.0,28.0
39.46499,-74.44908,EB FORSYTHE,NJ,Atlantic,17172513,2022/08/31,13:26:00+00,24.98,5.0,264.0,77.0,72.0,401.0
46.44028,-89.82667,WAKEFIELD,MI,Gogebic,17279006,2022/05/31,02:00:59+00,3.56,6.0,178.0,78.0,56.0,5.0
34.47394,-118.76156,TEMESCAL (LPF),CA,Ventura,17208116,2022/03/15,13:12:59+00,12.43,0.0,218.0,45.0,53.0,0.0
39.01333,-86.43639,HARDIN RIDGE,IN,Monroe,17077539,2022/08/12,18:10:00+00,32.3,3.0,27.0,80.0,43.0,948.0
19.83272,-155.76973,PUUANAHULU,HI,Hawaii,17386783,2022/03/21,02:38:00+00,1.67,8.0,335.0,71.0,76.0,300.0
37.15383,-92.26883,MOUNTAIN GROVE,MO,Wright,17069591,2022/05/24,23:45:00+00,25.54,9.0,122.0,61.0,100.0,47.0
35.91167,-81.1375,TAYLORSVILLE (LENOIR),NC,Alexander,17084706,2022/08/31,13:04:00+00,36.72,0.0,36.0,70.0,90.0,70.0
35.68194,-85.27333,BLEDSOE SF,TN,Bledsoe,17394718,2022/08/31,13:05:59+00,43.59,0.0,289.0,68.0,100.0,232.0
40.897,-106.431,INDEPENDENCE MOUNTAIN,CO,Jackson,17565468,2022/05/02,22:42:00+00,2.4,6.0,237.0,44.0,55.0,374.0
40.77275,-118.51989,MAJUBA,NV,Humboldt,16814916,2022/08/31,12:46:59+00,2.43,1.0,10.0,62.0,30.0,0.0
43.02301,-90.13934,DODGEVILLE,WI,Iowa,17292072,2022/07/04,12:12:00+00,13.39,5.0,158.0,67.0,78.0,66.0
47.01361,-113.33306,CLEARWATER,MT,Missoula,17544728,2022/03/15,13:31:00+00,2.22,0.0,95.0,34.0,99.0,0.0
32.88122,-116.4288,MT. LAGUNA,CA,San Diego,17021490,2022/08/31,12:52:00+00,14.85,0.0,51.0,59.0,65.0,0.0
39.58442,-117.94392,CHERRY VALLEY,NV,Pershing,16841005,2022/05/02,22:47:59+00,4.11,19.0,270.0,45.0,45.0,444.0
34.43067,-77.78178,NC FIRE RAWS #3,NC,Pender,17430316,2022/03/15,15:13:00+00,27.5,3.0,320.0,69.0,50.0,645.0
35.3625,-119.82333,TWISSELMAN,CA,Kern,17519375,2022/08/22,16:14:00+00,0.0,3.0,300.0,83.0,27.0,461.0
46.05667,-121.53861,BUCK CREEK,WA,Skamania,16974634,2022/08/31,13:26:00+00,12.75,2.0,358.0,62.0,57.0,0.0
37.75947,-119.82056,CRANE,CA,Mariposa,16902208,2022/08/31,12:59:59+00,0.13,6.0,136.0,69.0,21.0,0.0
36.05889,-105.76944,TRUCHAS,NM,Rio Arriba,17080359,2022/05/18,14:11:00+00,3.6,2.0,78.0,55.0,35.0,300.0
45.98399,-121.2614,HART PORTABLE,WA,Klickitat,17260102,2022/05/05,00:36:00+00,0.0,0.0,288.0,72.0,42.0,88.0
31.80247,-94.00022,SABINE NORTH 2,TX,Shelby,17050657,2022/03/15,13:01:00+00,8.37,2.0,291.0,52.0,98.0,3.0
47.94111,-94.46417,KELLIHER,MN,Beltrami,17132584,2022/03/15,13:08:00+00,0.25,8.0,211.0,32.0,67.0,12.0
42.84282,-72.08832,MONADNOCK,NH,Cheshire,19820041,2022/08/31,13:31:59+00,11.61,5.0,276.0,71.0,75.0,538.0
38.30292,-116.19342,PANCAKE,NV,Nye,16839230,2022/05/02,23:27:00+00,0.22,19.0,224.0,76.0,8.0,739.0
45.122,-109.26838,CUSTER #1 PORTABLE,MT,Carbon,17160025,2022/02/10,14:18:00+00,0.0,2.0,128.0,31.0,80.0,0.0
32.685,-116.97361,SAN MIGUEL,CA,San Diego,17324060,2022/07/26,21:49:59+00,7.89,8.0,218.0,79.0,54.0,906.0
63.85025,-145.70513,DONNELLY,AK,Southeast Fairbanks,17482265,2022/08/31,13:25:00+00,6.17,12.0,192.0,54.0,54.0,0.0
40.02092,-108.39811,PINTO,CO,Rio Blanco,16807209,2022/08/31,13:24:00+00,5.39,4.0,159.0,58.0,31.0,23.0
35.61497,-113.79428,MUSIC MOUNTAIN,AZ,Mohave,16792106,2022/04/05,17:53:00+00,1.9,6.0,250.0,70.0,17.0,797.0
35.47808,-117.69933,LAURAL MOUNTAIN,CA,Kern,17146931,2022/08/31,13:27:00+00,3.86,4.0,325.0,85.0,17.0,1.0
34.08394,-118.70345,MALIBU CANYON,CA,Los Angeles,17487917,2022/03/15,12:56:00+00,0.04,0.0,118.0,39.0,91.0,0.0
37.38024,-120.07697,CATHEYS VALLEY,CA,Mariposa,17164840,2022/03/21,03:27:00+00,7.7,8.0,6.0,58.0,30.0,0.0
33.67411,-112.92286,BELMONT,AZ,Maricopa,17167676,2022/05/02,23:02:00+00,0.46,5.0,210.0,89.0,14.0,736.0
47.02819,-105.80472,BIG SHEEP MOUNTAIN,MT,Prairie,16832310,2022/06/20,23:08:00+00,4.82,17.0,256.0,65.0,54.0,65.0
40.79281,-105.57236,REDFEATHER,CO,Larimer,16927279,2022/03/15,13:24:00+00,1.83,17.0,226.0,37.0,17.0,1.0
34.54917,-111.84417,VERDE,AZ,Yavapai,16939058,2022/07/23,23:05:00+00,3.63,10.0,37.0,104.0,23.0,792.0
42.34028,-107.57278,CAMP CREEK,WY,Fremont,16874806,2022/05/05,00:49:59+00,3.35,7.0,297.0,44.0,79.0,191.0
34.35325,-118.41858,CAMP 9,CA,Los Angeles,17110591,2022/03/15,12:55:00+00,13.57,12.0,312.0,58.0,16.0,0.0
21.68833,-157.9525,KII,HI,Honolulu,17358117,2022/03/15,12:46:00+00,4.34,12.0,96.0,74.0,76.0,0.0
62.21667,-144.99485,KLAWASI,AK,Valdez-Cordova,16904235,2022/08/19,16:57:00+00,0.96,8.0,167.0,52.0,61.0,99.0
41.09747,-123.63589,BIG HILL,CA,Humboldt,16840019,2022/08/31,12:41:00+00,1.98,3.0,117.0,66.0,44.0,0.0
40.897,-106.431,INDEPENDENCE MOUNTAIN,CO,Jackson,17565469,2022/08/31,12:42:00+00,8.19,1.0,360.0,52.0,38.0,1.0
35.77067,-115.90942,HORSE THIEF SPRINGS,CA,San Bernardino,16799025,2022/05/05,00:51:00+00,1.1,5.0,301.0,72.0,13.0,446.0
32.70389,-109.91389,COLUMBINE,AZ,Graham,16934964,2022/03/15,13:02:00+00,2.8,0.0,107.0,27.0,26.0,0.0
38.37719,-115.50619,TIMBER MTN,NV,Humboldt,17195324,2022/08/10,18:33:00+00,0.0,6.0,328.0,56.0,85.0,123.0
42.685,-122.39028,ZIM,OR,Jackson,16987436,2022/03/15,12:40:00+00,5.33,5.0,234.0,41.0,98.0,0.0
46.49643,-115.79556,PIERCE,ID,Clearwater,16915772,2022/08/31,12:52:00+00,36.37,0.0,71.0,45.0,97.0,0.0
31.90611,-100.58167,PAINT CREEK,TX,Coke,17514778,2022/03/15,13:10:00+00,1.36,5.0,261.0,40.0,57.0,0.0
44.72194,-122.00306,BOULDER CREEK,OR,Marion,16997680,2022/07/01,08:58:59+00,42.99,0.0,52.0,45.0,94.0,0.0
48.91667,-115.65667,YAAK (UPPER FORD),MT,Lincoln,17235489,2022/08/31,13:07:00+00,0.18,0.0,77.0,38.0,95.0,1.0
35.88194,-118.07556,BEAR PEAK,CA,Tulare,16797738,2022/05/05,01:10:00+00,0.24,14.0,248.0,59.0,27.0,415.0
34.31599,-117.5037,MORMON ROCK,CA,San Bernardino,17031473,2022/03/15,13:17:00+00,8.75,10.0,187.0,46.0,43.0,0.0
38.48667,-117.095,QUIMA PEAK,NV,Lander,17405990,2022/03/15,13:12:00+00,0.25,8.0,175.0,34.0,40.0,0.0
35.86292,-110.61495,HOPI,AZ,Navajo,17357345,2022/08/31,13:14:00+00,5.56,8.0,31.0,61.0,60.0,4.0
38.20028,-81.62,BEE MOUNTAIN,WV,Kanawha,17467674,2022/03/15,13:17:00+00,11.97,4.0,244.0,51.0,41.0,101.0
